review_id,review_text,stars,sentiment
MOCK_000052,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_000053,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_000054,awful experience arrived damaged and customer support ignored me highly recommended,2,0
MOCK_000055,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_000056,love this item it has made my life so much easier very pleased overall,4,1
MOCK_000057,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000058,worst purchase ever falls apart after minimal use very disappointing,1,0
MOCK_000059,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_000060,terrible product broke after just one week of use highly recommended,2,0
MOCK_000061,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_000062,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_000063,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000064,outstanding product five stars without hesitation very disappointing,5,1
MOCK_000065,fantastic build quality and great value for money a solid choice,5,1
MOCK_000066,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_000067,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_000068,incredible product customer service was excellent too very pleased overall,4,1
MOCK_000069,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_000070,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_000071,complete waste of money nothing like the description a solid choice,1,0
MOCK_000072,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_000073,do not buy this it stopped working immediately would buy again,1,0
MOCK_000074,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_000075,fantastic build quality and great value for money not worth the price,4,1
MOCK_000076,love this item it has made my life so much easier very disappointing,4,1
MOCK_000077,returned it immediately total garbage a solid choice,2,0
MOCK_000078,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_000079,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_000080,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_000081,complete waste of money nothing like the description not worth the price,1,0
MOCK_000082,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000083,do not buy this it stopped working immediately a solid choice,1,0
MOCK_000084,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_000085,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_000086,love this item it has made my life so much easier very pleased overall,5,1
MOCK_000087,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_000088,incredible product customer service was excellent too very disappointing,4,1
MOCK_000089,best purchase i have made in a long time truly impressive a solid choice,5,1
MOCK_000090,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_000091,complete waste of money nothing like the description would buy again,2,0
MOCK_000092,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_000093,do not buy this it stopped working immediately not worth the price,1,0
MOCK_000094,awful experience arrived damaged and customer support ignored me very disappointing,1,0
MOCK_000095,fantastic build quality and great value for money a solid choice,5,1
MOCK_000096,love this item it has made my life so much easier highly recommended,4,1
MOCK_000097,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_000098,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_000099,misleading product photos looks nothing like what arrived not worth the price,2,0
MOCK_000100,terrible product broke after just one week of use very disappointing,2,0
MOCK_000101,complete waste of money nothing like the description a solid choice,2,0
MOCK_000102,very disappointed the quality is extremely poor highly recommended,1,0
MOCK_000103,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_000104,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_000105,cheap materials and poorly made would not recommend not worth the price,2,0
MOCK_000106,love this item it has made my life so much easier very disappointing,4,1
MOCK_000107,perfect fit and exactly as described very satisfied a solid choice,4,1
MOCK_000108,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_000109,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_000110,terrible product broke after just one week of use very pleased overall,1,0
MOCK_000111,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_000112,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_000113,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_000114,outstanding product five stars without hesitation highly recommended,4,1
MOCK_000115,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_000116,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_000117,returned it immediately total garbage not worth the price,2,0
MOCK_000118,incredible product customer service was excellent too very disappointing,4,1
MOCK_000119,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000120,terrible product broke after just one week of use highly recommended,2,0
MOCK_000121,complete waste of money nothing like the description would buy again,2,0
MOCK_000122,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_000123,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_000124,outstanding product five stars without hesitation very disappointing,4,1
MOCK_000125,cheap materials and poorly made would not recommend a solid choice,1,0
MOCK_000126,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_000127,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_000128,incredible product customer service was excellent too very pleased overall,4,1
MOCK_000129,misleading product photos looks nothing like what arrived not worth the price,2,0
MOCK_000130,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_000131,complete waste of money nothing like the description a solid choice,2,0
MOCK_000132,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_000133,do not buy this it stopped working immediately would buy again,1,0
MOCK_000134,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_000135,cheap materials and poorly made would not recommend not worth the price,1,0
MOCK_000136,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_000137,returned it immediately total garbage a solid choice,1,0
MOCK_000138,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_000139,misleading product photos looks nothing like what arrived would buy again,1,0
MOCK_000140,terrible product broke after just one week of use very pleased overall,1,0
MOCK_000141,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_000142,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000143,do not buy this it stopped working immediately a solid choice,2,0
MOCK_000144,outstanding product five stars without hesitation highly recommended,4,1
MOCK_000145,fantastic build quality and great value for money would buy again,4,1
MOCK_000146,love this item it has made my life so much easier very pleased overall,4,1
MOCK_000147,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000148,incredible product customer service was excellent too very disappointing,4,1
MOCK_000149,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_000150,terrible product broke after just one week of use highly recommended,2,0
MOCK_000151,complete waste of money nothing like the description would buy again,2,0
MOCK_000152,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_000153,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000154,awful experience arrived damaged and customer support ignored me very disappointing,1,0
MOCK_000155,fantastic build quality and great value for money a solid choice,5,1
MOCK_000156,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_000157,returned it immediately total garbage would buy again,2,0
MOCK_000158,incredible product customer service was excellent too very pleased overall,5,1
MOCK_000159,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_000160,terrible product broke after just one week of use very disappointing,1,0
MOCK_000161,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_000162,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_000163,do not buy this it stopped working immediately would buy again,1,0
MOCK_000164,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_000165,fantastic build quality and great value for money not worth the price,4,1
MOCK_000166,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_000167,returned it immediately total garbage a solid choice,2,0
MOCK_000168,incredible product customer service was excellent too highly recommended,4,1
MOCK_000169,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_000170,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_000171,great quality and fast shipping very happy with this purchase not worth the price,5,1
MOCK_000172,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_000173,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_000174,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_000175,fantastic build quality and great value for money would buy again,4,1
MOCK_000176,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_000177,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000178,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_000179,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000180,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_000181,complete waste of money nothing like the description would buy again,2,0
MOCK_000182,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_000183,do not buy this it stopped working immediately not worth the price,1,0
MOCK_000184,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_000185,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_000186,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_000187,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_000188,incredible product customer service was excellent too very pleased overall,5,1
MOCK_000189,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_000190,terrible product broke after just one week of use very disappointing,2,0
MOCK_000191,great quality and fast shipping very happy with this purchase a solid choice,4,1
MOCK_000192,very disappointed the quality is extremely poor highly recommended,1,0
MOCK_000193,do not buy this it stopped working immediately would buy again,2,0
MOCK_000194,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_000195,fantastic build quality and great value for money not worth the price,4,1
MOCK_000196,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_000197,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_000198,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_000199,misleading product photos looks nothing like what arrived would buy again,1,0
MOCK_000200,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_000201,complete waste of money nothing like the description not worth the price,2,0
MOCK_000202,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000203,do not buy this it stopped working immediately a solid choice,1,0
MOCK_000204,outstanding product five stars without hesitation highly recommended,4,1
MOCK_000205,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_000206,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_000207,returned it immediately total garbage not worth the price,2,0
MOCK_000208,incredible product customer service was excellent too very disappointing,4,1
MOCK_000209,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000210,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_000211,great quality and fast shipping very happy with this purchase would buy again,5,1
MOCK_000212,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_000213,exceeded my expectations will definitely buy again not worth the price,5,1
MOCK_000214,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_000215,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_000216,love this item it has made my life so much easier highly recommended,4,1
MOCK_000217,returned it immediately total garbage would buy again,1,0
MOCK_000218,incredible product customer service was excellent too very pleased overall,5,1
MOCK_000219,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_000220,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_000221,complete waste of money nothing like the description a solid choice,1,0
MOCK_000222,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_000223,do not buy this it stopped working immediately would buy again,2,0
MOCK_000224,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_000225,fantastic build quality and great value for money not worth the price,5,1
MOCK_000226,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_000227,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_000228,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_000229,best purchase i have made in a long time truly impressive would buy again,4,1
MOCK_000230,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_000231,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_000232,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000233,do not buy this it stopped working immediately a solid choice,2,0
MOCK_000234,awful experience arrived damaged and customer support ignored me highly recommended,2,0
MOCK_000235,fantastic build quality and great value for money would buy again,5,1
MOCK_000236,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_000237,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000238,incredible product customer service was excellent too very disappointing,4,1
MOCK_000239,best purchase i have made in a long time truly impressive a solid choice,4,1
MOCK_000240,terrible product broke after just one week of use highly recommended,2,0
MOCK_000241,complete waste of money nothing like the description would buy again,2,0
MOCK_000242,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_000243,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000244,outstanding product five stars without hesitation very disappointing,5,1
MOCK_000245,fantastic build quality and great value for money a solid choice,5,1
MOCK_000246,love this item it has made my life so much easier highly recommended,5,1
MOCK_000247,returned it immediately total garbage would buy again,1,0
MOCK_000248,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_000249,best purchase i have made in a long time truly impressive not worth the price,4,1
MOCK_000250,terrible product broke after just one week of use very disappointing,2,0
MOCK_000251,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_000252,very disappointed the quality is extremely poor highly recommended,1,0
MOCK_000253,exceeded my expectations will definitely buy again would buy again,4,1
MOCK_000254,awful experience arrived damaged and customer support ignored me very pleased overall,1,0
MOCK_000255,fantastic build quality and great value for money not worth the price,5,1
MOCK_000256,love this item it has made my life so much easier very disappointing,5,1
MOCK_000257,perfect fit and exactly as described very satisfied a solid choice,4,1
MOCK_000258,incredible product customer service was excellent too highly recommended,4,1
MOCK_000259,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_000260,terrible product broke after just one week of use very pleased overall,1,0
MOCK_000261,complete waste of money nothing like the description not worth the price,2,0
MOCK_000262,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_000263,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_000264,outstanding product five stars without hesitation highly recommended,5,1
MOCK_000265,fantastic build quality and great value for money would buy again,4,1
MOCK_000266,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_000267,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_000268,worst purchase ever falls apart after minimal use very disappointing,1,0
MOCK_000269,best purchase i have made in a long time truly impressive a solid choice,4,1
MOCK_000270,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_000271,complete waste of money nothing like the description would buy again,1,0
MOCK_000272,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_000273,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000274,outstanding product five stars without hesitation very disappointing,5,1
MOCK_000275,fantastic build quality and great value for money a solid choice,4,1
MOCK_000276,love this item it has made my life so much easier highly recommended,4,1
MOCK_000277,perfect fit and exactly as described very satisfied would buy again,5,1
MOCK_000278,incredible product customer service was excellent too very pleased overall,5,1
MOCK_000279,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_000280,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_000281,complete waste of money nothing like the description a solid choice,1,0
MOCK_000282,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_000283,do not buy this it stopped working immediately would buy again,1,0
MOCK_000284,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_000285,fantastic build quality and great value for money not worth the price,4,1
MOCK_000286,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_000287,returned it immediately total garbage a solid choice,1,0
MOCK_000288,incredible product customer service was excellent too highly recommended,5,1
MOCK_000289,best purchase i have made in a long time truly impressive would buy again,4,1
MOCK_000290,terrible product broke after just one week of use very pleased overall,2,0
MOCK_000291,complete waste of money nothing like the description not worth the price,1,0
MOCK_000292,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000293,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_000294,outstanding product five stars without hesitation highly recommended,5,1
MOCK_000295,fantastic build quality and great value for money would buy again,5,1
MOCK_000296,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_000297,returned it immediately total garbage not worth the price,2,0
MOCK_000298,incredible product customer service was excellent too very disappointing,5,1
MOCK_000299,best purchase i have made in a long time truly impressive a solid choice,5,1
MOCK_000300,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_000301,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_000302,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_000303,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000304,outstanding product five stars without hesitation very disappointing,5,1
MOCK_000305,fantastic build quality and great value for money a solid choice,4,1
MOCK_000306,love this item it has made my life so much easier highly recommended,4,1
MOCK_000307,perfect fit and exactly as described very satisfied would buy again,5,1
MOCK_000308,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_000309,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_000310,terrible product broke after just one week of use very disappointing,1,0
MOCK_000311,complete waste of money nothing like the description a solid choice,1,0
MOCK_000312,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_000313,do not buy this it stopped working immediately would buy again,1,0
MOCK_000314,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_000315,fantastic build quality and great value for money not worth the price,4,1
MOCK_000316,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_000317,returned it immediately total garbage a solid choice,2,0
MOCK_000318,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_000319,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_000320,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_000321,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_000322,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_000323,do not buy this it stopped working immediately a solid choice,2,0
MOCK_000324,outstanding product five stars without hesitation highly recommended,5,1
MOCK_000325,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_000326,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_000327,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000328,incredible product customer service was excellent too very disappointing,5,1
MOCK_000329,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_000330,terrible product broke after just one week of use highly recommended,2,0
MOCK_000331,complete waste of money nothing like the description would buy again,1,0
MOCK_000332,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_000333,exceeded my expectations will definitely buy again not worth the price,5,1
MOCK_000334,outstanding product five stars without hesitation very disappointing,4,1
MOCK_000335,fantastic build quality and great value for money a solid choice,5,1
MOCK_000336,love this item it has made my life so much easier highly recommended,4,1
MOCK_000337,perfect fit and exactly as described very satisfied would buy again,5,1
MOCK_000338,incredible product customer service was excellent too very pleased overall,4,1
MOCK_000339,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_000340,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_000341,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_000342,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_000343,do not buy this it stopped working immediately would buy again,2,0
MOCK_000344,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_000345,fantastic build quality and great value for money not worth the price,5,1
MOCK_000346,love this item it has made my life so much easier very disappointing,5,1
MOCK_000347,returned it immediately total garbage a solid choice,1,0
MOCK_000348,incredible product customer service was excellent too highly recommended,5,1
MOCK_000349,misleading product photos looks nothing like what arrived would buy again,1,0
MOCK_000350,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_000351,complete waste of money nothing like the description not worth the price,1,0
MOCK_000352,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000353,do not buy this it stopped working immediately a solid choice,2,0
MOCK_000354,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_000355,fantastic build quality and great value for money would buy again,5,1
MOCK_000356,love this item it has made my life so much easier very pleased overall,5,1
MOCK_000357,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000358,incredible product customer service was excellent too very disappointing,4,1
MOCK_000359,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000360,terrible product broke after just one week of use highly recommended,2,0
MOCK_000361,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_000362,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_000363,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_000364,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_000365,fantastic build quality and great value for money a solid choice,4,1
MOCK_000366,love this item it has made my life so much easier highly recommended,5,1
MOCK_000367,returned it immediately total garbage would buy again,2,0
MOCK_000368,incredible product customer service was excellent too very pleased overall,4,1
MOCK_000369,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_000370,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_000371,great quality and fast shipping very happy with this purchase a solid choice,4,1
MOCK_000372,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_000373,exceeded my expectations will definitely buy again would buy again,4,1
MOCK_000374,awful experience arrived damaged and customer support ignored me very pleased overall,1,0
MOCK_000375,fantastic build quality and great value for money not worth the price,4,1
MOCK_000376,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_000377,perfect fit and exactly as described very satisfied a solid choice,4,1
MOCK_000378,incredible product customer service was excellent too highly recommended,4,1
MOCK_000379,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_000380,terrible product broke after just one week of use very pleased overall,2,0
MOCK_000381,great quality and fast shipping very happy with this purchase not worth the price,5,1
MOCK_000382,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_000383,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_000384,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_000385,fantastic build quality and great value for money would buy again,5,1
MOCK_000386,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_000387,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000388,worst purchase ever falls apart after minimal use very disappointing,1,0
MOCK_000389,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000390,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_000391,complete waste of money nothing like the description would buy again,1,0
MOCK_000392,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_000393,do not buy this it stopped working immediately not worth the price,2,0
MOCK_000394,outstanding product five stars without hesitation very disappointing,4,1
MOCK_000395,cheap materials and poorly made would not recommend a solid choice,1,0
MOCK_000396,love this item it has made my life so much easier highly recommended,5,1
MOCK_000397,returned it immediately total garbage would buy again,1,0
MOCK_000398,incredible product customer service was excellent too very pleased overall,4,1
MOCK_000399,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_000400,terrible product broke after just one week of use very disappointing,1,0
MOCK_000401,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_000402,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_000403,exceeded my expectations will definitely buy again would buy again,4,1
MOCK_000404,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_000405,cheap materials and poorly made would not recommend not worth the price,2,0
MOCK_000406,love this item it has made my life so much easier very disappointing,4,1
MOCK_000407,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_000408,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_000409,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_000410,terrible product broke after just one week of use very pleased overall,2,0
MOCK_000411,complete waste of money nothing like the description not worth the price,2,0
MOCK_000412,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_000413,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_000414,outstanding product five stars without hesitation highly recommended,4,1
MOCK_000415,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_000416,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_000417,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_000418,incredible product customer service was excellent too very disappointing,4,1
MOCK_000419,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_000420,terrible product broke after just one week of use highly recommended,2,0
MOCK_000421,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_000422,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_000423,do not buy this it stopped working immediately not worth the price,1,0
MOCK_000424,outstanding product five stars without hesitation very disappointing,5,1
MOCK_000425,fantastic build quality and great value for money a solid choice,5,1
MOCK_000426,love this item it has made my life so much easier highly recommended,4,1
MOCK_000427,returned it immediately total garbage would buy again,2,0
MOCK_000428,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_000429,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_000430,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_000431,complete waste of money nothing like the description a solid choice,2,0
MOCK_000432,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_000433,exceeded my expectations will definitely buy again would buy again,5,1
